0:4.47488e+06;1.27545e+10;3.47705e+09
1:4.9152e+06;2.22932e+10;5.70304e+09
2:4.6336e+06;2.29477e+10;1.11419e+10
3:4.352e+06;2.13367e+10;1.54458e+10
4:4.6336e+06;2.1883e+10;1.39822e+10
5:9.83808e+06;2.1741e+10;3.33778e+09
6:9.80736e+06;2.09159e+10;1.60217e+10
7:4.37248e+06;2.19467e+10;1.49154e+10
8:921600;2.55319e+10;2.58296e+10
9:4.37248e+06;2.13634e+10;1.45269e+10
10:4.352e+06;1.89838e+10;1.54528e+10
11:3.69152e+06;2.19691e+10;1.46099e+10
12:4.36224e+06;1.98746e+10;1.46392e+10
13:4.352e+06;2.23721e+10;1.47666e+10
14:4.36224e+06;1.70102e+10;1.53756e+10
15:4.9152e+06;1.96923e+10;1.25296e+10
16:4.47488e+06;1.69688e+10;1.27266e+10
17:4.9152e+06;1.96747e+10;1.63144e+10
18:4.9152e+06;1.59485e+10;1.15186e+10
19:9.83808e+06;2.13634e+10;1.66283e+10
20:4.47488e+06;2.18876e+10;1.55326e+10
21:4.36224e+06;2.28303e+10;1.1379e+10
22:9.80736e+06;2.22264e+10;1.23925e+10
23:4.6336e+06;2.15701e+10;1.21609e+10
24:921600;2.53968e+10;2.58065e+10
25:4.47488e+06;2.26719e+10;1.37152e+10
26:4.352e+06;2.06907e+10;1.51448e+10
27:3.68128e+06;2.34967e+10;1.5221e+10
28:4.9152e+06;2.31919e+10;1.36728e+10
29:4.36224e+06;2.16004e+10;1.53756e+10
30:4.9152e+06;2.12683e+10;1.54124e+10
31:3.68128e+06;1.72396e+10;1.16982e+10
32:1.17965e+07;1.69412e+10;8.65779e+09
33:4.9152e+06;1.80834e+10;1.45911e+10
34:1.17965e+07;2.1672e+10;1.5913e+10
35:9.80736e+06;1.80942e+10;1.24885e+10
36:4.9152e+06;2.32235e+10;1.167e+10
37:4.352e+06;1.98859e+10;1.52895e+10
38:4.37248e+06;2.23633e+10;1.44044e+10
39:4.9152e+06;2.19648e+10;1.62231e+10
40:4.6336e+06;1.7923e+10;1.52501e+10
41:4.37248e+06;2.00705e+10;1.50088e+10
42:1.17965e+07;1.78061e+10;1.38389e+10
43:9.83808e+06;2.05701e+10;1.40705e+10
44:4.6336e+06;1.79586e+10;1.58165e+10
45:9.83808e+06;2.17503e+10;1.63968e+10
46:4.37248e+06;1.74441e+10;1.4513e+10
47:4.36224e+06;1.77292e+10;1.52928e+10
48:4.36224e+06;2.1597e+10;1.53756e+10
49:3.69152e+06;2.20447e+10;1.14037e+10
50:3.68128e+06;2.22342e+10;1.52371e+10
51:4.9152e+06;1.43982e+10;1.5078e+10
52:4.36224e+06;2.17036e+10;1.50897e+10
53:4.36224e+06;1.64182e+10;1.10398e+10
54:4.6336e+06;2.09067e+10;1.59489e+10
55:4.9152e+06;2.30769e+10;1.27194e+10
56:4.9152e+06;1.96948e+10;1.6384e+10
57:3.68128e+06;1.70581e+10;1.47449e+10
58:4.47488e+06;2.09718e+10;1.47107e+10
59:3.69152e+06;2.40885e+10;1.5217e+10
60:9.83808e+06;1.54695e+10;1.62856e+10
61:4.352e+06;1.69407e+10;1.53447e+10
62:9.83808e+06;2.0481e+10;1.64512e+10
63:4.37248e+06;1.69571e+10;1.45594e+10
64:4.37248e+06;2.23597e+10;1.54483e+10
65:9.83808e+06;1.99429e+10;1.58834e+10
66:4.37248e+06;2.0747e+10;1.51974e+10
67:4.9152e+06;2.12625e+10;1.59502e+10
68:4.6336e+06;2.2053e+10;1.58442e+10
69:4.352e+06;2.3043e+10;1.54756e+10
70:4.9152e+06;1.82683e+10;1.29587e+10
71:3.68128e+06;2.09278e+10;1.36887e+10
72:4.6336e+06;2.01307e+10;1.48864e+10
73:4.352e+06;2.17774e+10;1.54933e+10
74:4.9152e+06;1.58122e+10;1.60033e+10
75:4.47488e+06;2.18534e+10;1.56578e+10
76:4.36224e+06;1.76443e+10;1.53479e+10
77:921600;2.55319e+10;2.58296e+10
78:4.9152e+06;1.87249e+10;1.44497e+10
79:4.6336e+06;2.0283e+10;1.4827e+10
80:4.9152e+06;2.048e+10;1.56129e+10
81:4.9152e+06;2.0554e+10;1.52638e+10
82:4.47488e+06;2.15969e+10;1.52017e+10
83:4.37248e+06;1.76014e+10;1.54745e+10
84:921600;2.54642e+10;2.58296e+10
85:4.47488e+06;2.16941e+10;1.26529e+10
