1000000,1,109
1000000,4,33
1000000,8,28
1000000,12,36
1000000,16,36
1000000,32,37
5000000,1,956
5000000,4,300
5000000,8,275
5000000,12,262
5000000,16,341
5000000,32,325
10000000,1,2540
10000000,4,789
10000000,8,649
10000000,12,804
10000000,16,754
10000000,32,750
50000000,1,25799
50000000,4,8128
50000000,8,6988
50000000,12,7200
50000000,16,6755
50000000,32,7034
100000000,1,66224
100000000,4,23143
100000000,8,17542
100000000,12,17505
100000000,16,16780
100000000,32,18052
