1,1,25810
1,2,13751
1,3,9621
1,4,7118
1,8,4648
1,12,5030
1,16,4450
2,1,14717
2,2,8156
2,3,5962
2,4,5131
2,8,4789
2,12,5289
2,16,4880
3,1,9359
3,2,5591
3,3,5790
3,4,5686
3,8,4991
3,12,4773
3,16,5260
4,1,7982
4,2,5718
4,3,6412
4,4,5660
4,8,4978
4,12,5131
4,16,4915
8,1,4961
8,2,5501
8,3,4769
8,4,4599
8,8,4772
8,12,5054
8,16,5019
12,1,5130
12,2,5161
12,3,4920
12,4,5044
12,8,4528
12,12,4771
12,16,4290
16,1,4994
16,2,4503
16,3,4274
16,4,5618
16,8,5862
16,12,5696
16,16,4916
