0:4.6336e+06;1.04053e+10;3.73899e+09
1:4.9152e+06;9.91543e+09;4.73899e+09
2:4.36224e+06;1.0112e+10;1.07052e+10
3:4.6336e+06;1.00542e+10;5.24543e+09
4:3.68128e+06;9.77899e+09;1.04118e+10
5:1.17965e+07;1.12158e+10;5.19731e+09
6:3.69152e+06;1.19161e+10;1.01836e+10
7:4.9152e+06;1.03945e+10;1.07593e+10
8:9.80736e+06;1.09822e+10;1.0943e+10
9:9.83808e+06;1.10829e+10;1.09776e+10
10:4.352e+06;1.01085e+10;1.0723e+10
11:921600;1.30081e+10;1.32597e+10
12:4.37248e+06;1.01207e+10;1.06046e+10
13:4.9152e+06;1.03931e+10;1.09527e+10
14:4.47488e+06;1.01709e+10;1.07826e+10
15:4.6336e+06;1.02173e+10;1.06189e+10
16:4.9152e+06;1.03847e+10;1.09918e+10
17:4.36224e+06;1.01173e+10;1.04717e+10
18:4.6336e+06;1.01089e+10;1.05149e+10
19:3.68128e+06;9.78065e+09;9.67048e+09
20:1.17965e+07;1.13883e+10;1.18993e+10
21:3.69152e+06;9.79952e+09;1.01657e+10
22:4.9152e+06;1.03952e+10;1.09808e+10
23:9.80736e+06;1.11039e+10;1.12838e+10
24:9.83808e+06;1.11021e+10;1.05908e+10
25:4.352e+06;1.25173e+10;1.0734e+10
26:921600;1.29905e+10;1.32658e+10
27:4.37248e+06;1.01177e+10;1.05939e+10
28:4.9152e+06;1.03917e+10;1.07555e+10
29:4.47488e+06;1.01709e+10;1.05659e+10
30:4.6336e+06;1.03053e+10;9.89544e+09
31:4.9152e+06;1.03924e+10;1.09903e+10
32:4.36224e+06;1.01128e+10;1.04676e+10
33:4.6336e+06;1.00549e+10;1.08839e+10
34:3.68128e+06;9.77982e+09;9.91724e+09
35:1.17965e+07;1.1309e+10;1.21215e+10
36:3.69152e+06;9.77876e+09;1.01836e+10
37:4.9152e+06;1.03952e+10;1.09926e+10
38:9.80736e+06;1.10967e+10;1.18364e+10
39:9.83808e+06;1.12595e+10;1.1992e+10
40:4.352e+06;1.25069e+10;1.03785e+10
41:921600;1.30199e+10;1.32658e+10
42:4.37248e+06;1.01252e+10;1.07169e+10
43:4.9152e+06;1.03875e+10;1.07684e+10
44:4.47488e+06;1.01569e+10;1.05643e+10
45:4.6336e+06;1.02557e+10;1.08554e+10
46:4.9152e+06;1.00046e+10;1.05632e+10
47:4.36224e+06;1.01128e+10;1.02473e+10
48:4.6336e+06;1.02513e+10;1.11017e+10
49:3.68128e+06;9.77566e+09;1.01581e+10
50:1.17965e+07;9.91154e+09;1.09633e+10
51:3.69152e+06;9.78456e+09;1.04569e+10
52:4.9152e+06;1.04002e+10;1.09832e+10
53:9.80736e+06;1.12276e+10;1.18552e+10
54:9.83808e+06;1.12955e+10;1.1979e+10
55:4.352e+06;1.01078e+10;1.04882e+10
56:921600;1.30023e+10;1.32536e+10
57:4.37248e+06;1.03359e+10;1.09557e+10
58:4.9152e+06;1.04009e+10;1.07555e+10
59:4.47488e+06;1.01746e+10;1.05651e+10
60:4.6336e+06;1.02513e+10;1.08619e+10
61:4.9152e+06;1.03995e+10;1.09958e+10
62:4.36224e+06;1.03359e+10;1.09582e+10
63:4.6336e+06;1.02557e+10;1.11145e+10
64:3.68128e+06;9.78065e+09;1.01769e+10
65:1.17965e+07;1.11183e+10;1.20184e+10
66:3.69152e+06;9.78788e+09;1.018e+10
67:4.9152e+06;1.03924e+10;1.09636e+10
68:9.80736e+06;1.11346e+10;1.1985e+10
69:9.83808e+06;1.1283e+10;1.19925e+10
70:4.352e+06;1.0104e+10;1.03912e+10
71:921600;1.30081e+10;1.32597e+10
72:4.37248e+06;1.03249e+10;1.07236e+10
73:4.9152e+06;1.03931e+10;1.07488e+10
74:4.47488e+06;1.01776e+10;1.07718e+10
75:4.6336e+06;1.02506e+10;1.10712e+10
76:4.9152e+06;1.03966e+10;1.09918e+10
77:4.36224e+06;1.01113e+10;1.07111e+10
78:4.6336e+06;1.02615e+10;1.06463e+10
79:3.68128e+06;9.78065e+09;1.01823e+10
80:1.17965e+07;1.14691e+10;1.21231e+10
81:3.69152e+06;9.78788e+09;1.01693e+10
82:4.9152e+06;1.03959e+10;1.09934e+10
83:9.80736e+06;1.12272e+10;1.18465e+10
84:9.83808e+06;1.12549e+10;1.20014e+10
85:4.352e+06;1.00883e+10;1.04971e+10
86:921600;1.30081e+10;1.32658e+10
87:4.37248e+06;1.03312e+10;1.06046e+10
88:4.9152e+06;1.03945e+10;1.07368e+10
89:4.47488e+06;1.01702e+10;1.05476e+10
90:4.6336e+06;1.02571e+10;1.08578e+10
91:4.9152e+06;1.03952e+10;1.12248e+10
92:4.36224e+06;1.01135e+10;1.04813e+10
93:4.6336e+06;1.02347e+10;1.0879e+10
94:3.68128e+06;9.78897e+09;1.01778e+10
95:1.17965e+07;1.13101e+10;1.20133e+10
96:3.69152e+06;9.78788e+09;1.01953e+10
97:4.9152e+06;1.03931e+10;1.09683e+10
98:9.80736e+06;1.12063e+10;1.18588e+10
99:9.83808e+06;1.13192e+10;1.19967e+10
100:4.352e+06;1.15332e+10;1.03406e+10
101:921600;1.29964e+10;1.32658e+10
102:4.37248e+06;1.01207e+10;1.05775e+10
103:4.9152e+06;1.03896e+10;1.12043e+10
104:4.47488e+06;1.01717e+10;1.08001e+10
105:4.6336e+06;1.02615e+10;1.0626e+10
106:4.9152e+06;1.0377e+10;1.06622e+10
107:4.36224e+06;1.01113e+10;1.03453e+10
108:4.6336e+06;1.02586e+10;1.06494e+10
109:3.68128e+06;9.78065e+09;1.06924e+10
110:1.17965e+07;1.13862e+10;1.21235e+10
111:3.69152e+06;9.79536e+09;1.01728e+10
112:4.9152e+06;1.03938e+10;1.09769e+10
113:9.80736e+06;1.09083e+10;1.17228e+10
114:9.83808e+06;1.13142e+10;1.18497e+10
115:4.352e+06;1.0104e+10;1.03888e+10
116:921600;1.30081e+10;1.32658e+10
117:4.37248e+06;1.03241e+10;1.07118e+10
118:4.9152e+06;1.03938e+10;1.07706e+10
119:4.47488e+06;1.01746e+10;1.08001e+10
120:4.6336e+06;1.02571e+10;1.10737e+10
121:4.9152e+06;1.03763e+10;1.09981e+10
122:4.36224e+06;1.01098e+10;1.04604e+10
123:4.6336e+06;1.02455e+10;1.11333e+10
124:3.68128e+06;9.78065e+09;1.01634e+10
125:1.17965e+07;1.13114e+10;1.21215e+10
126:3.69152e+06;1.18891e+10;1.01827e+10
127:4.9152e+06;1.03896e+10;1.09581e+10
128:9.80736e+06;1.12009e+10;1.1851e+10
129:9.83808e+06;1.12644e+10;1.18474e+10
130:4.352e+06;1.01093e+10;1.05011e+10
131:921600;1.29847e+10;1.32658e+10
132:4.37248e+06;1.03413e+10;1.0711e+10
133:4.9152e+06;1.03875e+10;1.07495e+10
134:4.47488e+06;1.01576e+10;1.05651e+10
135:4.6336e+06;1.02361e+10;1.10881e+10
136:4.9152e+06;1.05843e+10;1.12011e+10
137:4.36224e+06;1.03304e+10;1.07052e+10
138:4.6336e+06;1.02419e+10;1.11205e+10
139:3.68128e+06;9.78065e+09;1.04439e+10
140:1.17965e+07;1.13135e+10;1.20125e+10
141:3.69152e+06;9.79038e+09;1.01845e+10
142:4.9152e+06;1.03917e+10;1.09636e+10
143:9.80736e+06;1.12116e+10;1.1857e+10
144:9.83808e+06;1.1288e+10;1.1985e+10
145:4.352e+06;1.01093e+10;1.0506e+10
146:921600;1.30081e+10;1.32597e+10
147:4.37248e+06;1.03241e+10;1.07278e+10
148:4.9152e+06;1.03931e+10;1.09667e+10
149:4.47488e+06;1.01606e+10;1.07985e+10
150:4.6336e+06;1.03229e+10;1.08432e+10
151:4.9152e+06;1.21847e+10;1.07669e+10
152:4.36224e+06;1.01173e+10;1.07018e+10
153:4.6336e+06;1.02347e+10;1.08831e+10
154:3.68128e+06;9.76653e+09;1.0409e+10
155:1.17965e+07;1.12161e+10;1.21227e+10
156:3.69152e+06;9.78871e+09;1.04512e+10
157:4.9152e+06;1.03952e+10;1.09738e+10
158:9.80736e+06;1.09877e+10;1.18501e+10
159:9.83808e+06;1.12781e+10;1.18629e+10
160:4.352e+06;1.00838e+10;1.0489e+10
161:921600;1.3014e+10;1.32597e+10
162:4.37248e+06;1.03398e+10;1.09628e+10
163:4.9152e+06;1.0384e+10;1.0733e+10
164:4.47488e+06;1.01835e+10;1.05325e+10
165:4.6336e+06;1.02383e+10;1.08456e+10
166:4.9152e+06;1.03945e+10;1.09856e+10
167:4.36224e+06;1.01173e+10;1.06884e+10
168:4.6336e+06;1.02513e+10;1.11e+10
169:3.68128e+06;9.77317e+09;1.01616e+10
170:1.17965e+07;1.14109e+10;1.20086e+10
171:3.69152e+06;9.78788e+09;1.0171e+10
172:4.9152e+06;1.03854e+10;1.07443e+10
173:9.80736e+06;1.10975e+10;1.1851e+10
174:9.83808e+06;1.09945e+10;1.18698e+10
175:4.352e+06;1.01085e+10;1.04922e+10
176:921600;1.30023e+10;1.32597e+10
177:4.37248e+06;8.32562e+09;9.92014e+09
178:4.9152e+06;1.0187e+10;1.11725e+10
179:4.47488e+06;1.01547e+10;1.07743e+10
180:4.6336e+06;1.02564e+10;1.05049e+10
181:4.9152e+06;1.01985e+10;1.07616e+10
182:4.36224e+06;1.0106e+10;1.04684e+10
183:4.6336e+06;1.02462e+10;1.06486e+10
184:3.68128e+06;9.78231e+09;1.07094e+10
185:1.17965e+07;1.14045e+10;1.20149e+10
186:3.69152e+06;9.79038e+09;1.0171e+10
187:4.9152e+06;1.03861e+10;1.0973e+10
188:9.80736e+06;1.12672e+10;1.19808e+10
189:9.83808e+06;1.12061e+10;1.18588e+10
190:4.352e+06;1.01108e+10;1.05011e+10
191:921600;1.30023e+10;1.32597e+10
192:4.37248e+06;1.03359e+10;1.09681e+10
193:4.9152e+06;1.03931e+10;1.11872e+10
194:4.47488e+06;1.01569e+10;1.07976e+10
195:4.6336e+06;1.0263e+10;1.06213e+10
196:4.9152e+06;1.03959e+10;1.1206e+10
197:4.36224e+06;1.01053e+10;1.04765e+10
198:4.6336e+06;1.02347e+10;1.11205e+10
199:3.68128e+06;9.78065e+09;1.0409e+10
200:1.17965e+07;1.14144e+10;1.21152e+10
201:3.69152e+06;9.78788e+09;1.01603e+10
202:4.9152e+06;1.01965e+10;1.07608e+10
203:9.80736e+06;1.15379e+10;1.0266e+10
204:9.83808e+06;1.12913e+10;1.18593e+10
205:4.352e+06;1.0107e+10;1.05068e+10
206:921600;1.30081e+10;1.32658e+10
207:4.37248e+06;1.03249e+10;1.05914e+10
208:4.9152e+06;1.0377e+10;1.09706e+10
209:4.47488e+06;1.01768e+10;1.05516e+10
210:4.6336e+06;1.0239e+10;1.06205e+10
211:4.9152e+06;1.03861e+10;1.07827e+10
212:4.36224e+06;1.03296e+10;1.0491e+10
213:4.6336e+06;1.0057e+10;1.06486e+10
214:3.68128e+06;9.86113e+09;1.01527e+10
215:1.17965e+07;1.14148e+10;1.21267e+10
216:3.69152e+06;9.78871e+09;1.0436e+10
217:4.9152e+06;1.03826e+10;1.09769e+10
218:9.80736e+06;1.12001e+10;1.18483e+10
219:9.83808e+06;1.11335e+10;1.18575e+10
220:4.352e+06;1.00868e+10;1.04857e+10
221:921600;1.30081e+10;1.32597e+10
222:4.37248e+06;1.03343e+10;1.06046e+10
223:4.9152e+06;1.03973e+10;1.09706e+10
224:4.47488e+06;1.01598e+10;1.07893e+10
225:4.6336e+06;1.02571e+10;1.06065e+10
226:4.9152e+06;1.03875e+10;1.09761e+10
227:4.36224e+06;1.01188e+10;1.03461e+10
228:4.6336e+06;1.1902e+10;1.06455e+10
229:3.68128e+06;9.78231e+09;1.04506e+10
230:1.17965e+07;1.14155e+10;1.21191e+10
231:3.69152e+06;9.78955e+09;1.01719e+10
232:4.9152e+06;1.03931e+10;1.07398e+10
233:9.80736e+06;1.12256e+10;1.18607e+10
234:9.83808e+06;1.1113e+10;1.18694e+10
235:4.352e+06;1.01093e+10;1.09784e+10
236:921600;1.30023e+10;1.32475e+10
237:4.37248e+06;1.01215e+10;1.06038e+10
238:4.9152e+06;1.02033e+10;1.07608e+10
239:4.47488e+06;1.01768e+10;1.0421e+10
240:4.6336e+06;1.02579e+10;1.08497e+10
241:4.9152e+06;1.03952e+10;1.09879e+10
242:4.36224e+06;1.0332e+10;1.09661e+10
243:4.6336e+06;1.02383e+10;1.11265e+10
244:3.68128e+06;9.77982e+09;1.01688e+10
245:1.17965e+07;1.14176e+10;1.20109e+10
246:3.69152e+06;9.7962e+09;1.01908e+10
247:4.9152e+06;1.03938e+10;1.0745e+10
248:9.80736e+06;1.10959e+10;1.17183e+10
249:9.83808e+06;1.10873e+10;1.18684e+10
250:4.352e+06;1.0107e+10;1.0745e+10
251:921600;1.30081e+10;1.32597e+10
252:4.37248e+06;1.01818e+10;1.07152e+10
253:4.9152e+06;1.16771e+10;8.70058e+09
254:4.47488e+06;1.01598e+10;1.10171e+10
255:4.6336e+06;1.03266e+10;1.06096e+10
256:4.9152e+06;1.03798e+10;1.09636e+10
257:4.36224e+06;1.01045e+10;1.04636e+10
258:4.6336e+06;1.00583e+10;1.11256e+10
259:3.68128e+06;9.78065e+09;1.04439e+10
260:1.17965e+07;1.13139e+10;1.21271e+10
261:3.69152e+06;9.78788e+09;1.018e+10
